"sku","part_type","attribute_set","type","visibility","status","name","description","manufacturer","part_number","part_number_short","categories","ti_part_sku","interchanges","bill_of_materials","price","quantity","turbo_model","turbo_type","image","media_gallery","kit_type","gasket_type","seal_type","cool_type","turbo_model_name","finder:1","bearing_type","bore_oe","compressor_housing_diameter","compressor_wheel_diameter","design_features","exduce_oa","exducer_oc","hub_length_d","i_gap_max","i_gap_min","inducer_diameter","inducer_oa","inducer_oc","inside_diameter","inside_diameter_max","inside_diameter_min","journal_od","number_of_blades","oil","oil_inlet","oil_outlet","outlet_flange_holes","outside_diameter_max","outside_diameter_min","outside_dim_max","outside_dim_min","overall_diameter","overall_height","oversize_id","piston_ring_diameter","secondary_diameter","shaft_thread_f","standard_size_id","stem_oe","style_compressor_wheel","tip_height_b","water_ports","width_max","width_min","customerprice","group_price:ERP_PL_0","group_price:ERP_PL_1","group_price:ERP_PL_2","group_price:ERP_PL_3","group_price:ERP_PL_4","group_price:ERP_PL_5","group_price:ERP_PL_E","group_price:ERP_PL_R","group_price:ERP_PL_W","tier_price:ERP_PL_0","tier_price:ERP_PL_1","tier_price:ERP_PL_2","tier_price:ERP_PL_3","tier_price:ERP_PL_4","tier_price:ERP_PL_5","tier_price:ERP_PL_E","tier_price:ERP_PL_R","tier_price:ERP_PL_W","application"
"703","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49135-08500","4913508500","Manufacturer/Mitsubishi;;Part Type/cartridge","","","[{""sku"":44966,""quantity"":1,""ti_part_sku"":[45123]}]","","","TFO35HL-14GK,TFO35","TFO35","","","","","","","","Mitsubishi,2000,MONTERO Di-D|Mitsubishi,2000,PAJERO Di-D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mitsubishi,2000,MONTERO Di-D|Mitsubishi,2000,PAJERO Di-D"
"704","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4032743","4032743","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40W","HX40W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"705","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","197920","197920","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S2AS-011","S2AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"706","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5333-710-0008","53337100008","Manufacturer/KKK;;Part Type/cartridge","","","","","","K33.2-4064MNAAA/20.22,K33-4064MNA/24.22","K33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"707","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3575644","3575644","Manufacturer/Holset;;Part Type/cartridge","","","","","","H2D","H2D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"708","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","54905","54905","Manufacturer/Holset;;Part Type/cartridge","","","","","","4LEV504/3.25","4LEV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"709","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3537821","3537821","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40W","HX40W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"710","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4032747","4032747","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX55","HX55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"711","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49177-09040","4917709040","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO4L-13G","TDO4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"712","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","441398-0188","4413980188","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TA51","TA51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"713","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","407632-0126","4076320126","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO425","TO4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"714","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0102","4081050102","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4B41","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0318","4081050318","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45144,""quantity"":1,""ti_part_sku"":[45314]},{""sku"":43877,""quantity"":1,""ti_part_sku"":[44636]},{""sku"":44740,""quantity"":1,""ti_part_sku"":[45059]}]","","","TO4E66","TO4E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"716","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","441140-0002","4411400002","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TW6142","TW61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5232-710-0047","52327100047","Manufacturer/KKK;;Part Type/cartridge","","","","","","4LE252/21.2,4LE252/13.2","4LE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409095-0012","4090950012","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T18A83","T18A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"719","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","446346-0005","4463460005","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T350-01","T350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"720","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","431922-0040","4319220040","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV9409","TV94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"721","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","141061","141061","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","4D455","4D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5327-710-0134","53277100134","Manufacturer/KKK;;Part Type/cartridge","","","","","","K27-3465MXEAA/18.20","K27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"723","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5327-710-0105","53277100105","Manufacturer/KKK;;Part Type/cartridge","","","","","","K27-3568MOKA/12.7W","K27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3501716","3501716","Manufacturer/Holset;;Part Type/cartridge","","","","","","4LGK305/3.25","4LGK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027212","4027212","Manufacturer/Holset;;Part Type/cartridge","","","[{""sku"":42958,""quantity"":1,""ti_part_sku"":[43809]},{""sku"":42225,""quantity"":1,""ti_part_sku"":[42803]},{""sku"":45284,""quantity"":1,""ti_part_sku"":[45325]}]","","","HX35W,HX35","HX35W,HX35","","","","","","","","Dodge,2001,RAM|Dodge,1999,RAM|Dodge,1998,RAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dodge,2001,RAM|Dodge,1999,RAM|Dodge,1998,RAM"
"726","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4031340","4031340","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX55","HX55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49131-08700","4913108700","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO3","TDO3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"728","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49135-09210","4913509210","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TFO35HL","TFO35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","703890-0127","7038900127","Manufacturer/Garrett;;Part Type/cartridge","6461","1115,3598,4101,4275,6461","[{""sku"":42169,""quantity"":1,""ti_part_sku"":[42771]},{""sku"":45149,""quantity"":1,""ti_part_sku"":[45319]},{""sku"":43957,""quantity"":1,""ti_part_sku"":[44682]},{""sku"":44792,""quantity"":1,""ti_part_sku"":[45071]},{""sku"":44751,""quantity"":1,""ti_part_sku"":[45071]},{""sku"":42907,""quantity"":1,""ti_part_sku"":[43771]}]","","","GTA1749MV","GT17V","","","","","","","","Volkswagen,2002,GOLF IV TDI|Audi,2002,A3 TDI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Volkswagen,2002,GOLF IV TDI|Audi,2002,A3 TDI"
"730","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","406614-0004","4066140004","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T1424","T14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"731","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0189","4081050189","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4B19","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408774-0006","4087740006","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV7105","TV71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"733","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","314126","314126","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S2BG","S2BG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"734","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4032117","4032117","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX35W","HX35W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"735","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3522995","3522995","Manufacturer/Holset;;Part Type/cartridge","","","","","","H2A","H2A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"736","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","VAX20013","VAX20013","Manufacturer/I.H.I.;;Part Type/cartridge","","","","","","RHF5HB-94001P18NHBRLL467CBZ,RHF5HB-94001P20NHBRLL467CBZ","RHF5","","","","","","","","SUBARU,1996,IMPREZA WRX III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBARU,1996,IMPREZA WRX III"
"737","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5336-710-0093","53367100093","Manufacturer/KKK;;Part Type/cartridge","","","","","","K36-4667OOAKB27.22GAAYD","K36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","451638-0006","4516380006","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT4288DEJN","GT42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","431876-0032","4318760032","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TE2701","TE27","","","","","","","","Nissan,1986,SKYLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nissan,1986,SKYLINE"
"740","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","442480-0010","4424800010","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV7801","TV78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
